train_win,test_win,lag,same_state,state_i,state_j,jsd,pair_id,seed,f1
11,28,17,0,3,1,0.186786,413,-1,0.3934983015060425
11,29,18,0,3,1,0.206815,414,-1,0.38267505168914795
11,30,19,0,3,1,0.205216,415,-1,0.39041924476623535
11,31,20,0,3,1,0.285529,416,-1,0.3508794903755188
11,32,21,0,3,1,0.292975,417,-1,0.3431876301765442
11,33,22,0,3,1,0.299623,418,-1,0.35487526655197144
11,34,23,0,3,4,0.269267,419,-1,0.28177526593208313
12,0,12,0,5,0,0.042011,12,-1,0.6401189565658569
12,1,11,0,5,0,0.033407,47,-1,0.6707755923271179
12,2,10,0,5,0,0.039349,82,-1,0.6551802158355713
12,3,9,0,5,0,0.039606,117,-1,0.6576057076454163
12,4,8,0,5,0,0.039588,152,-1,0.642152726650238
12,5,7,0,5,0,0.037533,187,-1,0.6160567402839661
12,6,6,0,5,0,0.030965,222,-1,0.6698248386383057
12,7,5,0,5,0,0.028056,257,-1,0.6513256430625916
12,8,4,0,5,3,0.025125,292,-1,0.6512390375137329
12,9,3,0,5,3,0.025875,327,-1,0.6448997855186462
12,10,2,0,5,3,0.027904,362,-1,0.6496774554252625
12,11,1,0,5,3,0.02504,397,-1,0.6530866622924805
12,13,1,1,5,5,0.011801,433,-1,0.7332766652107239
12,14,2,1,5,5,0.025762,434,-1,0.5712941884994507
12,15,3,1,5,5,0.032607,435,-1,0.5672635436058044
12,16,4,1,5,5,0.036856,436,-1,0.5636049509048462
12,17,5,1,5,5,0.033926,437,-1,0.5435521006584167
12,18,6,1,5,5,0.034297,438,-1,0.5654072761535645
12,19,7,1,5,5,0.03327,439,-1,0.5567525029182434
12,20,8,0,5,2,0.048227,440,-1,0.5052323341369629
12,21,9,0,5,2,0.060187,441,-1,0.5110158920288086
12,22,10,0,5,2,0.08585,442,-1,0.48637908697128296
12,23,11,0,5,6,0.095567,443,-1,0.43521544337272644
12,24,12,0,5,6,0.078309,444,-1,0.46482500433921814
12,25,13,0,5,6,0.095113,445,-1,0.4687918424606323
12,26,14,0,5,6,0.102811,446,-1,0.472891628742218
12,27,15,0,5,6,0.107705,447,-1,0.49362051486968994
12,28,16,0,5,1,0.130815,448,-1,0.4726811647415161
12,29,17,0,5,1,0.145968,449,-1,0.47247377038002014
12,30,18,0,5,1,0.144717,450,-1,0.4745590388774872
12,31,19,0,5,1,0.215614,451,-1,0.4261760413646698
12,32,20,0,5,1,0.227633,452,-1,0.41957294940948486
12,33,21,0,5,1,0.244763,453,-1,0.43296894431114197
12,34,22,0,5,4,0.231365,454,-1,0.3482278287410736
13,0,13,0,5,0,0.033541,13,-1,0.6597177982330322
13,1,12,0,5,0,0.018942,48,-1,0.6870086193084717
13,2,11,0,5,0,0.022172,83,-1,0.672356903553009
13,3,10,0,5,0,0.026146,118,-1,0.6676450967788696
13,4,9,0,5,0,0.02947,153,-1,0.6556942462921143
13,5,8,0,5,0,0.024108,188,-1,0.6350899338722229
13,6,7,0,5,0,0.020544,223,-1,0.672492504119873
13,7,6,0,5,0,0.0145,258,-1,0.6809110045433044
13,8,5,0,5,3,0.017599,293,-1,0.6626005172729492
13,9,4,0,5,3,0.019219,328,-1,0.6515368223190308
13,10,3,0,5,3,0.019724,363,-1,0.6591370105743408
13,11,2,0,5,3,0.012375,398,-1,0.6516233086585999
13,12,1,1,5,5,0.011801,433,-1,0.7371864318847656
13,14,1,1,5,5,0.010511,469,-1,0.5700820088386536
13,15,2,1,5,5,0.022865,470,-1,0.5644235014915466
13,16,3,1,5,5,0.027555,471,-1,0.5557143688201904
13,17,4,1,5,5,0.030021,472,-1,0.5470794439315796
13,18,5,1,5,5,0.02875,473,-1,0.5619485974311829
13,19,6,1,5,5,0.027724,474,-1,0.5531566739082336
13,20,7,0,5,2,0.041407,475,-1,0.49709001183509827
13,21,8,0,5,2,0.052062,476,-1,0.4991377294063568
13,22,9,0,5,2,0.081824,477,-1,0.46215519309043884
13,23,10,0,5,6,0.082736,478,-1,0.4218912124633789
13,24,11,0,5,6,0.067571,479,-1,0.4450390934944153
13,25,12,0,5,6,0.081688,480,-1,0.45548149943351746
13,26,13,0,5,6,0.092965,481,-1,0.4468235373497009
13,27,14,0,5,6,0.099362,482,-1,0.46153751015663147
13,28,15,0,5,1,0.125615,483,-1,0.43896570801734924
13,29,16,0,5,1,0.14363,484,-1,0.4384070932865143
13,30,17,0,5,1,0.145137,485,-1,0.4458456039428711
13,31,18,0,5,1,0.215408,486,-1,0.3983057737350464
13,32,19,0,5,1,0.222489,487,-1,0.3839799761772156
13,33,20,0,5,1,0.231967,488,-1,0.40502047538757324
13,34,21,0,5,4,0.190762,489,-1,0.3294141888618469
14,0,14,0,5,0,0.054237,14,-1,0.5499123334884644
14,1,13,0,5,0,0.036952,49,-1,0.568408727645874
14,2,12,0,5,0,0.04045,84,-1,0.591532289981842
14,3,11,0,5,0,0.045469,119,-1,0.5566890835762024
14,4,10,0,5,0,0.049095,154,-1,0.5377522110939026
14,5,9,0,5,0,0.042247,189,-1,0.5462387800216675
14,6,8,0,5,0,0.038963,224,-1,0.5473776459693909
14,7,7,0,5,0,0.031876,259,-1,0.5641564726829529
14,8,6,0,5,3,0.036334,294,-1,0.5551939606666565
14,9,5,0,5,3,0.038307,329,-1,0.5458616018295288
14,10,4,0,5,3,0.038154,364,-1,0.5450664162635803
14,11,3,0,5,3,0.028372,399,-1,0.5507503151893616
14,12,2,1,5,5,0.025762,434,-1,0.5809914469718933
14,13,1,1,5,5,0.010511,469,-1,0.5885331630706787
14,15,1,1,5,5,0.006912,505,-1,0.5630407333374023
14,16,2,1,5,5,0.007609,506,-1,0.5616865754127502
14,17,3,1,5,5,0.011204,507,-1,0.5483839511871338
14,18,4,1,5,5,0.012201,508,-1,0.5672487616539001
14,19,5,1,5,5,0.010613,509,-1,0.5482738018035889
14,20,6,0,5,2,0.02296,510,-1,0.49480006098747253
14,21,7,0,5,2,0.0305,511,-1,0.5036768913269043
14,22,8,0,5,2,0.05752,512,-1,0.4572545886039734
14,23,9,0,5,6,0.058644,513,-1,0.42491838335990906
14,24,10,0,5,6,0.047292,514,-1,0.4436078667640686
14,25,11,0,5,6,0.059003,515,-1,0.44616973400115967
14,26,12,0,5,6,0.069384,516,-1,0.4380815327167511
14,27,13,0,5,6,0.077788,517,-1,0.452488511800766
14,28,14,0,5,1,0.104152,518,-1,0.4364667534828186
14,29,15,0,5,1,0.122388,519,-1,0.429949551820755
14,30,16,0,5,1,0.127209,520,-1,0.4391293525695801
14,31,17,0,5,1,0.196983,521,-1,0.39118486642837524
14,32,18,0,5,1,0.203506,522,-1,0.37988463044166565
14,33,19,0,5,1,0.214927,523,-1,0.400479257106781
14,34,20,0,5,4,0.164599,524,-1,0.3323122262954712
15,0,15,0,5,0,0.053092,15,-1,0.5420888066291809
15,1,14,0,5,0,0.040134,50,-1,0.5547686815261841
15,2,13,0,5,0,0.04356,85,-1,0.5560814738273621
15,3,12,0,5,0,0.046092,120,-1,0.5454860329627991
15,4,11,0,5,0,0.048695,155,-1,0.5376968383789062
15,5,10,0,5,0,0.043635,190,-1,0.5175879001617432
15,6,9,0,5,0,0.040001,225,-1,0.5498785376548767
15,7,8,0,5,0,0.035715,260,-1,0.5506924390792847
15,8,7,0,5,3,0.037786,295,-1,0.5476474761962891
15,9,6,0,5,3,0.038926,330,-1,0.5344117283821106
15,10,5,0,5,3,0.039772,365,-1,0.5500639081001282
15,11,4,0,5,3,0.033476,400,-1,0.5574128031730652
15,12,3,1,5,5,0.032607,435,-1,0.5676823854446411
15,13,2,1,5,5,0.022865,470,-1,0.5705219507217407
15,14,1,1,5,5,0.006912,505,-1,0.5886952877044678
15,16,1,1,5,5,0.00123,541,-1,0.5922597050666809
15,17,2,1,5,5,0.002752,542,-1,0.5755374431610107
15,18,3,1,5,5,0.00553,543,-1,0.5968433022499084
15,19,4,1,5,5,0.004361,544,-1,0.5733437538146973
15,20,5,0,5,2,0.017568,545,-1,0.5181635618209839
15,21,6,0,5,2,0.028693,546,-1,0.5295617580413818
15,22,7,0,5,2,0.060334,547,-1,0.4728756844997406
15,23,8,0,5,6,0.062565,548,-1,0.44764959812164307
15,24,9,0,5,6,0.048666,549,-1,0.4529426693916321
15,25,10,0,5,6,0.064384,550,-1,0.4657309055328369
15,26,11,0,5,6,0.07529,551,-1,0.45810064673423767
15,27,12,0,5,6,0.079159,552,-1,0.465801477432251
15,28,13,0,5,1,0.105112,553,-1,0.459358811378479
15,29,14,0,5,1,0.122069,554,-1,0.452167809009552
15,30,15,0,5,1,0.125244,555,-1,0.4523206055164337
15,31,16,0,5,1,0.196379,556,-1,0.405034601688385
15,32,17,0,5,1,0.203368,557,-1,0.4021433889865875
15,33,18,0,5,1,0.215456,558,-1,0.4190862476825714
15,34,19,0,5,4,0.187729,559,-1,0.33100077509880066
16,0,16,0,5,0,0.066057,16,-1,0.5379176735877991
16,1,15,0,5,0,0.051599,51,-1,0.561484158039093
16,2,14,0,5,0,0.05576,86,-1,0.5473748445510864
16,3,13,0,5,0,0.058905,121,-1,0.5549283027648926
16,4,12,0,5,0,0.061273,156,-1,0.5360336303710938
16,5,11,0,5,0,0.055594,191,-1,0.523483157157898
16,6,10,0,5,0,0.051674,226,-1,0.5494402647018433
16,7,9,0,5,0,0.046525,261,-1,0.5515491962432861
16,8,8,0,5,3,0.048901,296,-1,0.5478154420852661
16,9,7,0,5,3,0.050345,331,-1,0.5426746606826782
16,10,6,0,5,3,0.050726,366,-1,0.5429558753967285
16,11,5,0,5,3,0.042953,401,-1,0.543951153755188
16,12,4,1,5,5,0.036856,436,-1,0.579212486743927
16,13,3,1,5,5,0.027555,471,-1,0.5833150148391724
16,14,2,1,5,5,0.007609,506,-1,0.6033818125724792
16,15,1,1,5,5,0.00123,541,-1,0.6180873513221741
16,17,1,1,5,5,0.00186,577,-1,0.5925356149673462
16,18,2,1,5,5,0.005487,578,-1,0.6181907653808594
16,19,3,1,5,5,0.003846,579,-1,0.5922284722328186
16,20,4,0,5,2,0.016213,580,-1,0.533918559551239
16,21,5,0,5,2,0.025113,581,-1,0.5443673729896545
16,22,6,0,5,2,0.053623,582,-1,0.48765048384666443
16,23,7,0,5,6,0.057658,583,-1,0.4604407250881195
16,24,8,0,5,6,0.046245,584,-1,0.4711945652961731
16,25,9,0,5,6,0.060301,585,-1,0.48293179273605347
16,26,10,0,5,6,0.070144,586,-1,0.4778140187263489
16,27,11,0,5,6,0.076264,587,-1,0.48980090022087097
16,28,12,0,5,1,0.10216,588,-1,0.47485077381134033
16,29,13,0,5,1,0.119269,589,-1,0.46673962473869324
16,30,14,0,5,1,0.124248,590,-1,0.4752677381038666
16,31,15,0,5,1,0.195332,591,-1,0.4180763065814972
16,32,16,0,5,1,0.202743,592,-1,0.41708192229270935
16,33,17,0,5,1,0.216821,593,-1,0.4394338130950928
16,34,18,0,5,4,0.181685,594,-1,0.35497477650642395
17,0,17,0,5,0,0.069022,17,-1,0.54395991563797
17,1,16,0,5,0,0.053966,52,-1,0.5583356618881226
17,2,15,0,5,0,0.057337,87,-1,0.5618821978569031
17,3,14,0,5,0,0.062175,122,-1,0.5494656562805176
17,4,13,0,5,0,0.065795,157,-1,0.5426416993141174
17,5,12,0,5,0,0.061011,192,-1,0.5403109192848206
17,6,11,0,5,0,0.056143,227,-1,0.5524767637252808
17,7,10,0,5,0,0.04896,262,-1,0.5636321902275085
17,8,9,0,5,3,0.051206,297,-1,0.5694539546966553
17,9,8,0,5,3,0.05301,332,-1,0.5435594916343689
17,10,7,0,5,3,0.054318,367,-1,0.561281144618988
17,11,6,0,5,3,0.047382,402,-1,0.5530831813812256
17,12,5,1,5,5,0.033926,437,-1,0.5712016820907593
17,13,4,1,5,5,0.030021,472,-1,0.5802126526832581
17,14,3,1,5,5,0.011204,507,-1,0.604388952255249
17,15,2,1,5,5,0.002752,542,-1,0.6165571808815002
17,16,1,1,5,5,0.00186,577,-1,0.6062348484992981
17,18,1,1,5,5,0.002256,613,-1,0.6208848357200623
17,19,2,1,5,5,0.001834,614,-1,0.6102906465530396
17,20,3,0,5,2,0.010311,615,-1,0.5367940664291382
17,21,4,0,5,2,0.017698,616,-1,0.551964282989502
17,22,5,0,5,2,0.042658,617,-1,0.48786649107933044
17,23,6,0,5,6,0.047449,618,-1,0.4650439918041229
17,24,7,0,5,6,0.036203,619,-1,0.4723554253578186
17,25,8,0,5,6,0.051207,620,-1,0.48015445470809937
17,26,9,0,5,6,0.060002,621,-1,0.46446019411087036
17,27,10,0,5,6,0.064369,622,-1,0.4825965464115143
17,28,11,0,5,1,0.087941,623,-1,0.46954137086868286
17,29,12,0,5,1,0.103184,624,-1,0.460369348526001
17,30,13,0,5,1,0.106567,625,-1,0.4665848910808563
17,31,14,0,5,1,0.175327,626,-1,0.41978102922439575
17,32,15,0,5,1,0.184125,627,-1,0.4134407639503479
17,33,16,0,5,1,0.19887,628,-1,0.4371175765991211
17,34,17,0,5,4,0.179963,629,-1,0.3426363468170166
18,0,18,0,5,0,0.062854,18,-1,0.5547680854797363
18,1,17,0,5,0,0.047466,53,-1,0.5657141208648682
18,2,16,0,5,0,0.05019,88,-1,0.562481164932251
18,3,15,0,5,0,0.057457,123,-1,0.5571111440658569
18,4,14,0,5,0,0.061992,158,-1,0.5384942293167114
18,5,13,0,5,0,0.058499,193,-1,0.5303041338920593
18,6,12,0,5,0,0.053683,228,-1,0.5530486702919006
18,7,11,0,5,0,0.043384,263,-1,0.5638902187347412
18,8,10,0,5,3,0.046572,298,-1,0.560745894908905
18,9,9,0,5,3,0.049202,333,-1,0.540239691734314
18,10,8,0,5,3,0.049988,368,-1,0.5453727841377258
18,11,7,0,5,3,0.043333,403,-1,0.5631393194198608
18,12,6,1,5,5,0.034297,438,-1,0.5839672684669495
18,13,5,1,5,5,0.02875,473,-1,0.5761021971702576
18,14,4,1,5,5,0.012201,508,-1,0.59395831823349
18,15,3,1,5,5,0.00553,543,-1,0.6035526990890503
18,16,2,1,5,5,0.005487,578,-1,0.5992733836174011
18,17,1,1,5,5,0.002256,613,-1,0.5866577625274658
18,19,1,1,5,5,0.000334,649,-1,0.6024684309959412
18,20,2,0,5,2,0.003911,650,-1,0.5260182023048401
18,21,3,0,5,2,0.011699,651,-1,0.5536022782325745
18,22,4,0,5,2,0.036102,652,-1,0.4816586971282959
18,23,5,0,5,6,0.044672,653,-1,0.45963799953460693
18,24,6,0,5,6,0.034672,654,-1,0.47579658031463623
18,25,7,0,5,6,0.052666,655,-1,0.47648298740386963
18,26,8,0,5,6,0.062633,656,-1,0.46533599495887756
18,27,9,0,5,6,0.067823,657,-1,0.483452707529068
18,28,10,0,5,1,0.09254,658,-1,0.46991798281669617
18,29,11,0,5,1,0.108117,659,-1,0.4551287591457367
18,30,12,0,5,1,0.110606,660,-1,0.4669981896877289
18,31,13,0,5,1,0.181956,661,-1,0.4122864902019501
18,32,14,0,5,1,0.191804,662,-1,0.4051608443260193
18,33,15,0,5,1,0.205001,663,-1,0.42286381125450134
18,34,16,0,5,4,0.189568,664,-1,0.3453770577907562
19,0,19,0,5,0,0.061631,19,-1,0.5480871796607971
19,1,18,0,5,0,0.047135,54,-1,0.5693489909172058
19,2,17,0,5,0,0.050672,89,-1,0.5663273930549622
19,3,16,0,5,0,0.056817,124,-1,0.5489445924758911
19,4,15,0,5,0,0.060331,159,-1,0.5443859100341797
19,5,14,0,5,0,0.056838,194,-1,0.5296399593353271
19,6,13,0,5,0,0.052107,229,-1,0.5531622767448425
19,7,12,0,5,0,0.042898,264,-1,0.5684412121772766
19,8,11,0,5,3,0.045493,299,-1,0.556585431098938
19,9,10,0,5,3,0.047934,334,-1,0.540849506855011
19,10,9,0,5,3,0.04832,369,-1,0.5466058254241943
19,11,8,0,5,3,0.041646,404,-1,0.5410603880882263
19,12,7,1,5,5,0.03327,439,-1,0.5991106033325195
19,13,6,1,5,5,0.027724,474,-1,0.588568925857544
19,14,5,1,5,5,0.010613,509,-1,0.5950833559036255
19,15,4,1,5,5,0.004361,544,-1,0.6105470657348633
19,16,3,1,5,5,0.003846,579,-1,0.6030241847038269
19,17,2,1,5,5,0.001834,614,-1,0.5975117683410645
19,18,1,1,5,5,0.000334,649,-1,0.6246659159660339
19,20,1,0,5,2,0.005546,685,-1,0.5419017672538757
19,21,2,0,5,2,0.014226,686,-1,0.5470613837242126
19,22,3,0,5,2,0.039909,687,-1,0.4948548972606659
19,23,4,0,5,6,0.049565,688,-1,0.4657920300960541
19,24,5,0,5,6,0.039455,689,-1,0.4788763225078583
19,25,6,0,5,6,0.057349,690,-1,0.48158517479896545
19,26,7,0,5,6,0.067428,691,-1,0.47300392389297485
19,27,8,0,5,6,0.073613,692,-1,0.4871958792209625
19,28,9,0,5,1,0.09932,693,-1,0.47292283177375793
19,29,10,0,5,1,0.115612,694,-1,0.4649178087711334
19,30,11,0,5,1,0.118756,695,-1,0.4703039526939392
19,31,12,0,5,1,0.191753,696,-1,0.4162926971912384
19,32,13,0,5,1,0.20158,697,-1,0.4069514572620392
19,33,14,0,5,1,0.215502,698,-1,0.4336203932762146
19,34,15,0,5,4,0.194403,699,-1,0.3487212657928467
20,0,20,0,2,0,0.080982,20,-1,0.5225576162338257
20,1,19,0,2,0,0.06207,55,-1,0.543878436088562
20,2,18,0,2,0,0.063581,90,-1,0.5301375985145569
20,3,17,0,2,0,0.07547,125,-1,0.5158781409263611
20,4,16,0,2,0,0.082201,160,-1,0.5023272037506104
20,5,15,0,2,0,0.078938,195,-1,0.4841291010379791
20,6,14,0,2,0,0.073843,230,-1,0.5158190727233887
20,7,13,0,2,0,0.058339,265,-1,0.5203447937965393
20,8,12,0,2,3,0.063787,300,-1,0.5264260172843933
20,9,11,0,2,3,0.067716,335,-1,0.5029991865158081
20,10,10,0,2,3,0.068201,370,-1,0.5061893463134766
20,11,9,0,2,3,0.060096,405,-1,0.5128235220909119
20,12,8,0,2,5,0.048227,440,-1,0.5609518885612488
20,13,7,0,2,5,0.041407,475,-1,0.5482036471366882
20,14,6,0,2,5,0.02296,510,-1,0.5628683567047119
20,15,5,0,2,5,0.017568,545,-1,0.5648170709609985
20,16,4,0,2,5,0.016213,580,-1,0.5632908344268799
20,17,3,0,2,5,0.010311,615,-1,0.5642232298851013
20,18,2,0,2,5,0.003911,650,-1,0.5934395790100098
20,19,1,0,2,5,0.005546,685,-1,0.5836688280105591
20,21,1,1,2,2,0.003623,721,-1,0.5909378528594971
20,22,2,1,2,2,0.021001,722,-1,0.5630889534950256
20,23,3,0,2,6,0.033196,723,-1,0.5144170522689819
20,24,4,0,2,6,0.027784,724,-1,0.5083621144294739
20,25,5,0,2,6,0.04652,725,-1,0.5030921101570129
20,26,6,0,2,6,0.056041,726,-1,0.5125448703765869
20,27,7,0,2,6,0.06283,727,-1,0.5041173100471497
20,28,8,0,2,1,0.086563,728,-1,0.4873589277267456
20,29,9,0,2,1,0.101249,729,-1,0.4746384918689728
20,30,10,0,2,1,0.103965,730,-1,0.47363606095314026
20,31,11,0,2,1,0.174086,731,-1,0.4217490255832672
20,32,12,0,2,1,0.18525,732,-1,0.406512975692749
20,33,13,0,2,1,0.197975,733,-1,0.43290844559669495
20,34,14,0,2,4,0.186734,734,-1,0.33409181237220764
21,0,21,0,2,0,0.109493,21,-1,0.5184111595153809
21,1,20,0,2,0,0.084605,56,-1,0.5337044596672058
21,2,19,0,2,0,0.084796,91,-1,0.5303998589515686
21,3,18,0,2,0,0.100478,126,-1,0.5091989040374756
21,4,17,0,2,0,0.109907,161,-1,0.4982023239135742
21,5,16,0,2,0,0.104423,196,-1,0.489639014005661
21,6,15,0,2,0,0.099053,231,-1,0.5201221704483032
21,7,14,0,2,0,0.079925,266,-1,0.5310428738594055
21,8,13,0,2,3,0.088135,301,-1,0.5300697684288025
21,9,12,0,2,3,0.092863,336,-1,0.5094776153564453
21,10,11,0,2,3,0.093786,371,-1,0.5146811604499817
21,11,10,0,2,3,0.082401,406,-1,0.5155164003372192
21,12,9,0,2,5,0.060187,441,-1,0.5600222945213318
21,13,8,0,2,5,0.052062,476,-1,0.5582175254821777
21,14,7,0,2,5,0.0305,511,-1,0.5606308579444885
21,15,6,0,2,5,0.028693,546,-1,0.5713768601417542
21,16,5,0,2,5,0.025113,581,-1,0.5608535408973694
21,17,4,0,2,5,0.017698,616,-1,0.5645294189453125
21,18,3,0,2,5,0.011699,651,-1,0.5857543349266052
21,19,2,0,2,5,0.014226,686,-1,0.5806070566177368
21,20,1,1,2,2,0.003623,721,-1,0.5671214461326599
21,22,1,1,2,2,0.007726,757,-1,0.5652360916137695
21,23,2,0,2,6,0.016423,758,-1,0.5171981453895569
21,24,3,0,2,6,0.015079,759,-1,0.5153146982192993
21,25,4,0,2,6,0.028801,760,-1,0.5053777694702148
21,26,5,0,2,6,0.03582,761,-1,0.5116457343101501
21,27,6,0,2,6,0.043724,762,-1,0.5036328434944153
21,28,7,0,2,1,0.063772,763,-1,0.4837615489959717
21,29,8,0,2,1,0.076704,764,-1,0.48655271530151367
21,30,9,0,2,1,0.08087,765,-1,0.4741862416267395
21,31,10,0,2,1,0.143461,766,-1,0.42748451232910156
21,32,11,0,2,1,0.154329,767,-1,0.41015246510505676
21,33,12,0,2,1,0.167698,768,-1,0.43169134855270386
21,34,13,0,2,4,0.153629,769,-1,0.34603217244148254
22,0,22,0,2,0,0.160482,22,-1,0.4870160222053528
22,1,21,0,2,0,0.129323,57,-1,0.5116552710533142
22,2,20,0,2,0,0.128408,92,-1,0.49779847264289856
22,3,19,0,2,0,0.148828,127,-1,0.4859309792518616
22,4,18,0,2,0,0.160984,162,-1,0.4758610129356384
22,5,17,0,2,0,0.153841,197,-1,0.468212753534317
22,6,16,0,2,0,0.14751,232,-1,0.4906071424484253
22,7,15,0,2,0,0.123514,267,-1,0.4996923804283142
22,8,14,0,2,3,0.134152,302,-1,0.49470242857933044
22,9,13,0,2,3,0.139986,337,-1,0.48770326375961304
22,10,12,0,2,3,0.141456,372,-1,0.48695433139801025
22,11,11,0,2,3,0.126859,407,-1,0.4960256814956665
22,12,10,0,2,5,0.08585,442,-1,0.579048752784729
22,13,9,0,2,5,0.081824,477,-1,0.5486966967582703
22,14,8,0,2,5,0.05752,512,-1,0.5411614179611206
22,15,7,0,2,5,0.060334,547,-1,0.5374698638916016
22,16,6,0,2,5,0.053623,582,-1,0.5481935739517212
22,17,5,0,2,5,0.042658,617,-1,0.5377200841903687
22,18,4,0,2,5,0.036102,652,-1,0.5627676248550415
22,19,3,0,2,5,0.039909,687,-1,0.5644176602363586
22,20,2,1,2,2,0.021001,722,-1,0.5663480162620544
22,21,1,1,2,2,0.007726,757,-1,0.5897059440612793
22,23,1,0,2,6,0.008575,793,-1,0.5463691353797913
22,24,2,0,2,6,0.013349,794,-1,0.538304328918457
22,25,3,0,2,6,0.021603,795,-1,0.5360223054885864
22,26,4,0,2,6,0.024296,796,-1,0.549185037612915
22,27,5,0,2,6,0.034298,797,-1,0.5428779721260071
22,28,6,0,2,1,0.048665,798,-1,0.5268195867538452
22,29,7,0,2,1,0.058452,799,-1,0.5256115198135376
22,30,8,0,2,1,0.063883,800,-1,0.5148084163665771
22,31,9,0,2,1,0.11666,801,-1,0.4658646285533905
22,32,10,0,2,1,0.129004,802,-1,0.45990636944770813
22,33,11,0,2,1,0.145293,803,-1,0.469533234834671
22,34,12,0,2,4,0.133922,804,-1,0.36819469928741455
23,0,23,0,6,0,0.170421,23,-1,0.4752140939235687
23,1,22,0,6,0,0.13409,58,-1,0.5089372396469116
23,2,21,0,6,0,0.129923,93,-1,0.49496933817863464
23,3,20,0,6,0,0.151808,128,-1,0.4852948784828186
23,4,19,0,6,0,0.167804,163,-1,0.4748713970184326
23,5,18,0,6,0,0.157031,198,-1,0.4692384600639343
23,6,17,0,6,0,0.151758,233,-1,0.494344562292099
23,7,16,0,6,0,0.127783,268,-1,0.4956314265727997
23,8,15,0,6,3,0.14173,303,-1,0.5046352744102478
23,9,14,0,6,3,0.1472,338,-1,0.4918496906757355
23,10,13,0,6,3,0.150368,373,-1,0.499743789434433
23,11,12,0,6,3,0.133521,408,-1,0.5046417713165283
23,12,11,0,6,5,0.095567,443,-1,0.5661069750785828
23,13,10,0,6,5,0.082736,478,-1,0.5539765954017639
